id,email,name,plan,mrr,products,payment_failures_90d,delinquent
cus_qv6f33bnv7l,deborah.rodriguez69@gmail.com,"Luna Digital",enterprise,4789,7,0,false
cus_vm32ltjge3,karen.hernandez56@gmail.com,"Acme Digital",pro,775,3,0,false
cus_9xkyjeo284l,linda.gonzalez36@fastmail.com,"Sage Systems",pro,699,2,0,false
cus_6jkhf6wyr8c,barbara.scott24@outlook.com,"Quad Co",starter,163,1,1,true
cus_dw105j6ub9a,anthony.davis93@company.co,"Sage Corp",pro,131,1,1,true
cus_a1t6p4rnyu8,jessica.jackson45@outlook.com,"Opal Group",pro,281,1,0,false
cus_ntvssbode7e,kenneth.brown43@proton.me,"Volt Labs",pro,922,3,0,false
cus_0k32yeoojfiq,michelle.allen85@gmail.com,"Crest Tech",starter,106,1,4,true
cus_jgiefelnn6m,charles.thomas34@gmail.com,"Jade Inc",starter,232,1,0,false
cus_2vaoyhutjy9,carol.martin10@outlook.com,"Bolt Systems",starter,135,1,0,false
cus_mgv1btdl0k,christopher.jackson90@gmail.com,"Luna Digital",starter,30,1,1,false
cus_lpw0gb8olf,daniel.anderson12@gmail.com,"Zinc Co",starter,185,1,0,false
cus_f12d0r03zh,richard.garcia41@outlook.com,"Rift Digital",starter,212,2,1,false
cus_blzv6fs50w,kenneth.martin94@fastmail.com,"Tide Co",starter,347,2,1,false
cus_28wp0h4di9b,kevin.clark22@company.co,"Unit Group",starter,381,1,0,false
cus_y9y7gbn78s,donna.walker98@gmail.com,"Unit AI",enterprise,4156,5,0,false
cus_u7hdd04fs5,nancy.scott91@gmail.com,"Xero Co",starter,95,1,2,false
cus_6wrsl5azw4r,christopher.allen19@proton.me,"Acme HQ",starter,97,1,0,false
cus_34tcs1rmq69,andrew.thompson99@company.co,"Rift Inc",starter,89,1,0,false
cus_aq9c1ewd9j,amanda.white92@outlook.com,"Edge Co",pro,412,2,0,false
cus_ejmb1ev3ixm,barbara.flores70@outlook.com,"Jade AI",enterprise,6114,5,0,false
cus_rrqrcwgh1ao,deborah.flores40@proton.me,"Rift HQ",pro,236,1,0,false
cus_rhl414xc41k,nancy.anderson18@outlook.com,"Volt Labs",pro,1393,2,0,false
cus_a9u3i47t7fr,carol.white25@proton.me,"Acme Tech",starter,85,1,4,true
cus_fgaa4qfo1d9,daniel.clark77@gmail.com,"Opal Inc",pro,715,3,0,false
cus_5lbcvpdztcb,linda.perez67@company.co,"Flux Labs",starter,106,1,0,false
cus_c0kzlukqey6,donna.anderson27@proton.me,"Flux Co",enterprise,2893,7,0,false
cus_9uio5k52lgl,charles.clark2@proton.me,"Nova Co",pro,470,3,0,false
cus_e6uscuehxi7,christopher.harris18@gmail.com,"Mesa AI",starter,77,1,2,false
cus_0y60g7xpw82p,sandra.lewis18@outlook.com,"Jade Co",pro,134,1,1,false
cus_ogcfo9zhhus,charles.harris37@company.co,"Halo Inc",pro,140,1,0,false
cus_mpk8vv2zke,joseph.garcia29@gmail.com,"Wave Group",pro,253,1,0,false
cus_x41nsrtq1g,betty.thompson58@outlook.com,"Wave Tech",business,694,3,0,false
cus_nmvuojo0nsm,donna.young35@fastmail.com,"Xero Systems",starter,93,1,2,false
cus_4lyrnle12f,jennifer.nguyen10@outlook.com,"Edge Co",business,975,4,0,false
cus_gyyt9s29hgv,paul.brown5@company.co,"Drift Systems",pro,49,1,0,false
cus_2i9x4xu4pmf,michael.sanchez75@fastmail.com,"Flux Tech",starter,98,1,2,false
cus_9q2wwab8djr,timothy.harris28@outlook.com,"Tide Systems",pro,187,1,1,true
cus_tzachobs1or,mary.moore46@outlook.com,"Acme AI",enterprise,4657,6,0,false
cus_zzbney8ch9a,carol.thomas30@company.co,"Peak Co",pro,222,1,0,false
cus_jcotwbm1d,kenneth.allen9@fastmail.com,"Nova Co",pro,1103,2,0,false
cus_clyr5jg16er,deborah.martin42@fastmail.com,"Kite HQ",pro,411,1,1,false
cus_cjbr196opld,sandra.lee33@proton.me,"Volt Digital",pro,78,1,1,true
cus_3h4vr1jurys,joshua.young38@proton.me,"Rift Digital",starter,63,1,1,true
cus_4vlo12hm4e4,donald.flores94@proton.me,"Nova Labs",pro,66,1,5,false
cus_6iinp9bah1f,amanda.davis83@outlook.com,"Kite AI",enterprise,5583,6,0,false
cus_ycohvk76xn,betty.wilson78@gmail.com,"Kite HQ",pro,470,1,0,false
cus_j81m61fiu6,charles.scott33@outlook.com,"Nova Inc",starter,49,1,2,false
cus_hx5k627pxb7,richard.scott21@proton.me,"Sage AI",pro,833,2,0,false
cus_ldenlwv4yma,karen.williams24@company.co,"Mesa Group",starter,56,1,2,false
cus_2g7nkqxlfvo,margaret.wright95@gmail.com,"Sage HQ",pro,577,2,1,false
cus_oqer091qbhd,george.clark78@proton.me,"Zinc Digital",business,914,4,0,false
cus_078z1n1wcjif,thomas.rodriguez98@fastmail.com,"Iron Inc",starter,50,1,1,false
cus_fanzts4vn8l,matthew.hill25@outlook.com,"Iron Inc",starter,97,1,0,false
cus_9p5t0ezm6w,steven.wilson14@fastmail.com,"Unit Corp",starter,592,2,0,false
cus_d9dbbqx3wbi,mary.nguyen87@company.co,"Zinc Co",pro,489,2,0,false
cus_esvbt0sp1pv,joshua.ramirez62@outlook.com,"Bolt HQ",starter,76,1,1,false
cus_ibhjitarvb,deborah.harris78@outlook.com,"Flux Co",starter,466,1,1,false
cus_jsr3axk6ee,anthony.martinez77@outlook.com,"Rift AI",pro,1094,2,0,false
cus_9tl37l2bald,andrew.miller11@fastmail.com,"Zinc Corp",starter,69,1,1,false
cus_mxqxxpkrpqp,james.moore66@fastmail.com,"Iron Digital",starter,146,1,1,true
cus_i158lxk43i,melissa.smith78@outlook.com,"Mesa Labs",starter,194,3,0,false
cus_4ln2ukvxlr4,robert.walker26@proton.me,"Jade Labs",pro,482,1,1,false
cus_w3snoj5vva,dorothy.allen7@proton.me,"Peak Corp",starter,557,2,1,false
cus_twyuyrgp9p,joseph.davis86@proton.me,"Xero Inc",pro,180,1,1,false
cus_ok7vqgmaz0i,sarah.hernandez15@gmail.com,"Volt Co",pro,691,3,0,false
cus_bic4jjg79it,dorothy.flores11@fastmail.com,"Flux Labs",pro,367,3,0,false
cus_fhsggjo1s05,robert.lewis36@proton.me,"Flux Tech",enterprise,2580,6,0,false
cus_4l489kvdtkg,jennifer.allen80@outlook.com,"Jade Digital",starter,346,1,0,false
cus_91gqs0fqap8,dorothy.ramirez66@outlook.com,"Edge Labs",enterprise,2218,4,0,false
cus_rd4pzkvkgtf,kevin.scott98@outlook.com,"Volt Tech",enterprise,2773,5,0,false
cus_q7qqv7gewb,nancy.perez54@company.co,"Peak HQ",starter,133,1,0,false
cus_90z3uy9hnys,william.moore46@outlook.com,"Volt AI",pro,461,1,1,false
cus_cfnsblvl2tj,steven.white16@proton.me,"Acme Systems",pro,491,3,1,false
cus_ncsoc93et,joshua.martin9@company.co,"Yoke Inc",enterprise,4716,6,0,false
cus_3yyzdkmz0dg,christopher.flores78@fastmail.com,"Mesa Digital",pro,491,2,1,false
cus_g8pm5ftc5h5,ashley.robinson11@outlook.com,"Quad Tech",enterprise,5646,6,0,false
cus_ax862175mm8,sandra.garcia38@company.co,"Luna Co",starter,117,1,0,false
cus_yaobamekl2,william.sanchez51@gmail.com,"Unit Labs",business,681,2,0,false
cus_eaxrsqm1a8v,elizabeth.moore18@gmail.com,"Acme Inc",business,1260,4,0,false
cus_498l2lx44bo,donna.brown31@proton.me,"Kite Tech",pro,406,4,0,false
cus_ryuzkpo7zm,timothy.young16@proton.me,"Acme HQ",pro,162,1,0,false
cus_a8uyomnojub,jessica.lewis42@gmail.com,"Tide Labs",pro,81,1,3,false
cus_d1m4qmnca1,donna.lee82@outlook.com,"Crest Labs",enterprise,5460,4,0,false
cus_t3d7mij2uce,sarah.jackson14@company.co,"Bolt Group",enterprise,4112,7,0,false
cus_gsr2cmlsl4c,joshua.perez80@gmail.com,"Edge Digital",enterprise,7179,7,0,false
cus_fd8wzrxyh8g,william.lopez85@proton.me,"Wave HQ",enterprise,6832,7,0,false
cus_1u81g6ub4qp,william.king6@outlook.com,"Nova Labs",starter,91,1,3,false
cus_qiphu64mxsk,amanda.thompson19@fastmail.com,"Luna Inc",starter,66,1,0,false
cus_n3ol8eoecg,donald.martin87@company.co,"Edge Systems",starter,40,1,2,false
cus_nyf93mpqv6a,dorothy.walker69@company.co,"Opal Systems",starter,247,3,1,false
cus_z4norumqlzi,james.hernandez79@outlook.com,"Quad Inc",enterprise,6146,7,0,false
cus_elso6w8e9b5,susan.davis11@company.co,"Luna Inc",pro,1047,2,0,false
cus_c6spkur54w,thomas.ramirez63@company.co,"Unit Systems",starter,227,1,0,false
cus_n8qm62clvnj,patricia.williams61@company.co,"Halo Co",enterprise,7012,6,0,false
cus_rb79oo7ux8,melissa.perez14@fastmail.com,"Mesa Corp",pro,304,3,1,false
cus_f6kbqvd2fn,susan.scott76@proton.me,"Yoke AI",pro,69,1,0,false
cus_hzv1wyykrr,sarah.brown6@outlook.com,"Jade Co",enterprise,6465,7,0,false
cus_anf8b59rdzl,carol.robinson8@gmail.com,"Peak Tech",enterprise,2072,7,0,false
cus_rvaokh5y84d,andrew.torres32@gmail.com,"Jade Labs",starter,48,1,0,false
cus_sv53sd99zbq,mark.scott63@company.co,"Peak Inc",starter,77,1,0,false
cus_jh45qra7j7,richard.martin89@company.co,"Zinc Labs",pro,1194,2,0,false
cus_1vcq6qqkyog,mark.jones82@fastmail.com,"Acme Corp",pro,268,1,0,false
cus_a6a10eh235o,sandra.white17@company.co,"Zinc Co",pro,533,2,0,false
cus_7pb30tl0vs,anthony.wright77@proton.me,"Zinc Inc",business,1208,4,0,false
cus_1daojbuzo2l,lisa.harris75@proton.me,"Quad Labs",starter,92,1,2,true
cus_7nw7bz33u4,steven.lee60@company.co,"Iron Digital",pro,133,1,5,true
cus_qpfiys9bp1l,susan.sanchez57@fastmail.com,"Mesa Tech",starter,99,1,1,false
cus_bv9dgu8uit,matthew.jones35@fastmail.com,"Bolt Group",pro,181,1,0,false
cus_2lj0qskqofi,george.lee78@outlook.com,"Volt AI",business,661,3,0,false
cus_p67iaqw5hbc,susan.ramirez83@fastmail.com,"Flux Tech",starter,379,2,0,false
cus_ofm4p65gph,dorothy.white6@fastmail.com,"Crest Labs",pro,172,2,1,false
cus_e2zx86spc6,brian.king22@fastmail.com,"Drift Systems",enterprise,5517,4,0,false
cus_jau5xwp1nt,sarah.taylor42@outlook.com,"Acme AI",pro,102,3,1,false
cus_blps8416c2w,amanda.taylor72@company.co,"Unit Corp",starter,319,3,1,false
cus_cy75v5b2jd,brian.white71@company.co,"Peak Labs",business,991,3,0,false
cus_qnn8erb04re,christopher.moore54@proton.me,"Quad Inc",pro,251,2,1,false
cus_3pm3w92eyju,patricia.flores65@fastmail.com,"Bolt Group",starter,228,1,0,false
cus_rbqbu25r55d,patricia.torres51@fastmail.com,"Grid Systems",business,344,2,0,false
cus_qjtk26hmxyq,george.moore65@outlook.com,"Mesa Tech",business,404,3,0,false
cus_5kcgxhl6llw,christopher.gonzalez42@company.co,"Flux Systems",starter,478,1,0,false
cus_5m59htupjqu,joseph.walker70@company.co,"Jade Group",pro,266,3,0,false
cus_hutt5devrla,barbara.robinson28@company.co,"Rift Corp",starter,97,1,1,false
cus_plgg57igli,sandra.thompson65@outlook.com,"Xero Corp",starter,307,1,1,false
cus_51aym7t9lux,charles.young9@gmail.com,"Wave Group",starter,79,1,1,true
cus_k7zivg9rwcp,michelle.gonzalez26@gmail.com,"Grid Tech",pro,960,2,0,false
cus_z8wta9bp95r,sarah.jones90@outlook.com,"Acme Group",starter,191,1,0,false
cus_wfcfn1ogd8,daniel.perez80@outlook.com,"Halo Corp",business,1134,4,0,false
cus_ds608s2dn6f,betty.allen48@gmail.com,"Iron Inc",starter,59,1,0,false
cus_5ji2i7qvq0g,kimberly.sanchez28@gmail.com,"Acme Corp",pro,36,1,3,true
cus_x8ev3hpsza,margaret.moore73@proton.me,"Flux Systems",enterprise,7283,4,0,false
cus_jlq6ncy7g0p,betty.white68@gmail.com,"Sage Digital",enterprise,4267,7,0,false
cus_t6p7i8bk57,michael.sanchez13@gmail.com,"Acme HQ",starter,70,1,2,false
cus_lhbxxsk1go,ashley.walker64@gmail.com,"Yoke Tech",starter,264,3,1,false
cus_kt4tknycv0o,timothy.wright59@outlook.com,"Quad Inc",business,1406,4,0,false
cus_2t2prpsdi8d,robert.jones85@proton.me,"Jade Inc",business,307,2,0,false
cus_u0hgp5p4n7l,karen.young78@outlook.com,"Drift Digital",pro,1330,4,0,false
cus_22wdphn1nam,robert.williams62@proton.me,"Acme Systems",enterprise,2550,5,0,false
cus_wggtq4i2q,sarah.young57@outlook.com,"Wave Co",pro,392,3,0,false
cus_gu8n5kfr1fn,joshua.king66@company.co,"Peak AI",starter,47,1,0,false
cus_lphuz3u9hlm,linda.allen51@gmail.com,"Crest Group",starter,79,1,1,false
cus_ofp4c0fllfg,steven.hill84@outlook.com,"Crest Digital",starter,153,1,3,false
cus_vcia9japsai,deborah.rodriguez51@fastmail.com,"Flux Digital",starter,213,2,1,false
cus_cs7zqln4qso,donald.clark46@gmail.com,"Flux HQ",pro,118,1,0,false
cus_iixzllbdod,dorothy.clark31@company.co,"Volt Inc",pro,329,3,1,false
cus_ubesxzcloxd,david.lopez72@gmail.com,"Grid Inc",starter,117,1,0,false
cus_wvhx2o0f1ia,kenneth.young71@company.co,"Yoke Corp",starter,127,1,3,false
cus_7sdesidhoj,david.johnson57@company.co,"Peak Co",pro,36,1,2,true
cus_yqy5org5u8,amanda.lee22@fastmail.com,"Zinc Corp",pro,1130,3,0,false
cus_ggkog6gvwli,melissa.nguyen77@fastmail.com,"Rift Co",pro,446,1,0,false
cus_oz7u4y6gabf,richard.lopez45@outlook.com,"Volt Digital",pro,127,3,0,false
cus_ammf77n8yu8,david.sanchez23@gmail.com,"Drift HQ",business,501,2,0,false
cus_wl5i0vzetdb,charles.thompson51@company.co,"Drift Tech",starter,53,1,1,false
cus_plkb17psxqo,karen.king74@company.co,"Nova Systems",starter,188,1,4,true
cus_fxw5gaceqo,kevin.anderson95@outlook.com,"Zinc Tech",starter,38,1,0,false
cus_zt4jgwcddb,sarah.smith38@gmail.com,"Crest Inc",enterprise,6297,4,0,false
cus_xtzafljpm5,mary.lee47@proton.me,"Iron Tech",pro,428,2,0,false
cus_x3aopbu4kl,james.allen32@proton.me,"Halo Co",pro,58,1,0,false
cus_1zlxvbqjr18,james.walker69@proton.me,"Drift Co",starter,66,1,2,false
cus_mnu1n5w40af,michelle.brown22@fastmail.com,"Bolt Labs",business,1237,4,0,false
cus_l0dst97r7qs,joshua.davis15@proton.me,"Wave AI",pro,532,1,1,false
cus_2h12310lj6s,sandra.martin73@proton.me,"Crest Labs",starter,67,1,2,true
cus_ukzuz8y536o,brian.ramirez81@gmail.com,"Wave Corp",pro,985,3,0,false
cus_8tvga2x76pq,betty.anderson33@outlook.com,"Tide Digital",starter,87,1,1,false
cus_e1wmhegvbbi,donna.rodriguez48@gmail.com,"Zinc Group",pro,347,3,0,false
cus_346khxh6mws,elizabeth.hill63@company.co,"Acme Co",enterprise,2193,4,0,false
cus_vwbrx14en0n,kevin.brown73@company.co,"Opal Co",pro,569,2,0,false
cus_4csa80wodm4,john.sanchez54@company.co,"Mesa HQ",enterprise,5039,6,0,false
cus_9675buy2rn7,ashley.williams45@proton.me,"Opal Digital",starter,32,1,0,false
cus_ucngctlldk,deborah.martin15@company.co,"Quad Labs",starter,86,1,1,false
cus_z8yjtvzzwx,sandra.hill73@fastmail.com,"Grid Group",starter,73,1,2,false
cus_grncuv0w35,kenneth.johnson86@proton.me,"Unit Inc",starter,105,1,1,false
cus_wsy50xv4pl9,sandra.flores9@company.co,"Unit Systems",business,331,3,0,false
cus_p7y1qryu2zq,sandra.wilson72@proton.me,"Opal HQ",starter,46,1,0,false
cus_j6zqw0bn7m,amanda.thomas10@outlook.com,"Kite Group",business,426,4,0,false
cus_thn2nozs2k,matthew.thomas22@company.co,"Edge Corp",business,1258,2,0,false
cus_3ws3pfyw9sr,joseph.white9@proton.me,"Yoke Corp",business,1426,2,0,false
cus_c9zr1x4pf6m,mark.perez76@gmail.com,"Rift Corp",starter,463,2,1,false
cus_ruse1xwhnq,kevin.wright97@fastmail.com,"Rift Digital",pro,1125,4,0,false
cus_oe53zo6wtx,jennifer.perez3@outlook.com,"Opal Group",starter,77,1,2,false
cus_jx7ciql10c,timothy.hernandez1@proton.me,"Peak HQ",starter,76,1,4,false
cus_nbxg9vj454b,michael.hernandez51@proton.me,"Peak Labs",business,1240,2,0,false
cus_9zazr6sqynm,robert.hill6@proton.me,"Halo Tech",business,551,3,0,false
cus_ex6wh6m6v7,jessica.lewis7@fastmail.com,"Nova Corp",starter,98,1,0,true
cus_cfscta72uo6,matthew.young24@outlook.com,"Peak Corp",starter,574,1,1,false
cus_jfn9w88unec,donald.moore45@fastmail.com,"Xero Group",pro,105,2,1,false
cus_r15h9k2fdt,steven.wilson4@fastmail.com,"Quad Tech",starter,162,3,1,false
cus_1tewo3xys7m,amanda.wilson1@proton.me,"Sage Tech",starter,361,2,0,false
cus_rltc51bdzwh,betty.allen93@fastmail.com,"Drift AI",starter,77,1,2,true
cus_d8vdi07apr9,thomas.williams9@proton.me,"Tide Co",pro,842,2,0,false
cus_6eliyvmlfkb,jennifer.rodriguez18@company.co,"Mesa Tech",business,1292,4,0,false
cus_f3ghu8fla6v,barbara.scott89@outlook.com,"Opal Digital",business,915,2,0,false
cus_e6yr9c6a5y,margaret.walker58@proton.me,"Wave Labs",enterprise,7820,6,0,false
cus_dxqy87l8gzw,carol.martin65@fastmail.com,"Sage Inc",starter,328,1,1,false
cus_bnprwrld0v5,daniel.king60@fastmail.com,"Flux Tech",enterprise,4575,7,0,false
cus_vd6xnk7wiha,sandra.taylor56@outlook.com,"Edge Co",starter,436,3,1,false
cus_9iy8srbk4w,michelle.taylor5@proton.me,"Drift Corp",enterprise,3570,5,0,false
cus_m4vd4rnp9bm,betty.anderson19@fastmail.com,"Zinc Co",starter,93,1,1,false
