subscriber_email,emails_sent_30d,emails_opened,emails_clicked,unsubscribed,list_segment,signup_source,days_subscribed
michelle.brown22@fastmail.com,9,5,2,false,engaged,referral,320
joshua.davis15@proton.me,10,2,0,false,regular,paid,420
sandra.martin73@proton.me,15,0,0,false,at_risk,paid,201
brian.ramirez81@gmail.com,8,7,3,false,engaged,referral,114
betty.anderson33@outlook.com,8,0,0,false,inactive,organic,547
donna.rodriguez48@gmail.com,11,5,3,false,engaged,paid,497
elizabeth.hill63@company.co,8,8,5,false,vip,organic,910
kevin.brown73@company.co,11,6,4,false,engaged,paid,169
john.sanchez54@company.co,8,10,7,false,vip,referral,369
ashley.williams45@proton.me,10,0,0,false,inactive,organic,528
deborah.martin15@company.co,12,0,0,false,inactive,paid,682
sandra.hill73@fastmail.com,8,0,0,false,inactive,organic,514
kenneth.johnson86@proton.me,10,2,1,false,regular,organic,688
sandra.flores9@company.co,9,7,5,false,engaged,paid,438
sandra.wilson72@proton.me,9,0,0,false,inactive,paid,426
amanda.thomas10@outlook.com,11,6,4,false,engaged,organic,395
matthew.thomas22@company.co,9,6,2,false,engaged,paid,120
joseph.white9@proton.me,12,5,2,false,engaged,organic,337
mark.perez76@gmail.com,9,4,3,false,regular,organic,695
kevin.wright97@fastmail.com,12,7,2,false,engaged,referral,450
jennifer.perez3@outlook.com,9,0,0,false,inactive,organic,386
timothy.hernandez1@proton.me,12,2,0,false,at_risk,paid,375
michael.hernandez51@proton.me,10,4,4,false,engaged,organic,211
robert.hill6@proton.me,9,4,3,false,engaged,referral,453
jessica.lewis7@fastmail.com,12,0,0,false,inactive,paid,367
matthew.young24@outlook.com,8,5,0,false,regular,paid,296
donald.moore45@fastmail.com,10,4,0,false,regular,paid,190
steven.wilson4@fastmail.com,10,5,0,false,regular,organic,245
amanda.wilson1@proton.me,10,4,2,false,regular,organic,666
betty.allen93@fastmail.com,10,1,0,false,at_risk,paid,195
thomas.williams9@proton.me,11,7,4,false,engaged,paid,208
jennifer.rodriguez18@company.co,8,5,5,false,engaged,referral,224
barbara.scott89@outlook.com,8,6,2,false,engaged,paid,317
margaret.walker58@proton.me,8,10,5,false,vip,organic,1158
carol.martin65@fastmail.com,11,4,2,false,regular,paid,421
daniel.king60@fastmail.com,8,9,4,false,vip,organic,1069
sandra.taylor56@outlook.com,8,5,0,false,regular,paid,316
michelle.taylor5@proton.me,10,10,8,false,vip,organic,869
betty.anderson19@fastmail.com,10,0,0,false,inactive,organic,609
